id,name,category,glass,alcoholic,instructions,ingredient1,measure1,ingredient2,measure2,ingredient3,measure3
17241,"Zombie","Cocktail","Hurricane glass","Alcoholic","Blend at high speed for no more than 5 seconds.  Pour into a glass, add ice cubes to fill, then add the garnish.  *Donn’s mix: Bring 3 crushed cinnamon sticks, 1 cup of sugar and 1 cup of water to a boil, stirring until the sugar is dissolved.  Simmer for 2 minutes, then remove from the heat and let sit for at least 2 hours before straining into a clean glass bottle.  Then add 1 part of the syrup and 2 parts of fresh grapefruit juice together.","Rum","1 1/2 oz","Gold rum","1 1/2 oz","151 proof rum","1 oz"
15933,"Zambeer","Soft Drink","Collins Glass","Alcoholic","Mix sambuca with rootbeer and stir. Add ice","Sambuca","1 1/2 oz ","Root beer","Add 10 oz ","Ice","cubes"
16963,"Zorbatini","Cocktail","Cocktail glass","Alcoholic","Prepare like a Martini. Garnish with a green olive.","Vodka","1 1/4 oz Stoli ","Ouzo","1/4 oz ","",""
15254,"Zenmeister","Ordinary Drink","Collins Glass","Alcoholic","Mix together and enjoy","Jägermeister","1/2 oz ","Root beer","1/2 oz ","",""
16942,"Zipperhead","Shot","Whiskey sour glass","Alcoholic","Fill glass with rocks, add straw before putting in liquor. Then add the ingredients in order, trying to keep layered as much as possible (i.e. Chambord on bottom, then Vodka, Then soda on top).","Chambord raspberry liqueur","1 shot ","Vodka","1 shot ","Soda water","Fill with "
17027,"Zima Blaster","Ordinary Drink","Hurricane glass","Alcoholic","Fill glass with ice. Pour in Chambord, then fill with Zima. Mix and enjoy.","Zima","12 oz ","Chambord raspberry liqueur","3 oz ","",""
14594,"Zizi Coin-coin","Punch / Party Drink","Margarita/Coupette glass","Alcoholic","Pour 5cl of Cointreau on ice, add 2cl of fresh lemon (or lime) juice, stir gently, and finally add slices of lemon/lime in glass.","Cointreau","5 cl ","Lemon juice","2 cl ","Ice","cubes"
15801,"Zimadori Zinger","Punch / Party Drink","Collins glass","Alcoholic","Pour Zima in a collins glass over ice and then pour the shot of Midori. Don't stir. Garnish with a cherry.","Midori melon liqueur","1.5 oz ","Zima","12 oz ","",""
14065,"Zippy's Revenge","Cocktail","Old-fashioned glass","Alcoholic","Mix Kool-Aid to taste then add Rum and ammaretto. shake well to disolve the sugar in the Kool-Aid... serve cold","Amaretto","2 oz ","Rum","2 oz ","Kool-Aid","4 oz Grape "
14157,"Ziemes Martini Apfelsaft","Ordinary Drink","Collins Glass","Alcoholic","Serve without ice. At least the juice shold have room temperature.","Vermouth","4 cl ","Apple juice","16 cl ","",""
